Date,AQS_SITE_ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
5/15/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/16/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/17/18,340171002,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/18/18,340171002,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/19/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/20/18,340171002,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/21/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/22/18,340171002,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/23/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/24/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/25/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/26/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/27/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/28/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/29/18,340171002,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/30/18,340171002,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
5/31/18,340171002,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/1/18,340171002,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/2/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/3/18,340171002,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/4/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/5/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/6/18,340171002,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/7/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/8/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/9/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/10/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/11/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/12/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/13/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/14/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/15/18,340171002,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/16/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/17/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/18/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/19/18,340171002,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/20/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/21/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/22/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/23/18,340171002,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/24/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/25/18,340171002,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/26/18,340171002,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/27/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/28/18,340171002,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/29/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
6/30/18,340171002,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
7/1/18,340171002,1,0.5,ppm,6,2,8,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,17,Hudson,40.731645,-74.066308
1/1/18,340390003,1,0.6,ppm,7,17,71,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/2/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/3/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/4/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/5/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/6/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/7/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/8/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/9/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/10/18,340390003,1,1.3,ppm,15,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/11/18,340390003,1,2,ppm,23,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/12/18,340390003,1,1.8,ppm,20,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/13/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/14/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/15/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/16/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/17/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/18/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/19/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/20/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/21/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/22/18,340390003,1,1.4,ppm,16,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/23/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/24/18,340390003,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/25/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/26/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/27/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/28/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/29/18,340390003,1,1.3,ppm,15,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/30/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
1/31/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/1/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/2/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/3/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/4/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/5/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/6/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/7/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/8/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/9/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/10/18,340390003,1,1.4,ppm,16,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/11/18,340390003,1,1.9,ppm,22,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/12/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/13/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/14/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/15/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/16/18,340390003,1,0.7,ppm,8,23,96,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/17/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/18/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/19/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/20/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/21/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/22/18,340390003,1,0.1,ppm,1,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/23/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/24/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/25/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/26/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/27/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
2/28/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/1/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/2/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/3/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/4/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/5/18,340390003,1,0.8,ppm,9,23,96,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/6/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/7/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/8/18,340390003,1,1.3,ppm,15,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/9/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/10/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/11/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/12/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/13/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/14/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/15/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/16/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/17/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/18/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/19/18,340390003,1,1.3,ppm,15,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/20/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/21/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/22/18,340390003,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/23/18,340390003,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/24/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/25/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/26/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/27/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/28/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/29/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/30/18,340390003,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
3/31/18,340390003,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/1/18,340390003,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/2/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/3/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/4/18,340390003,1,1.4,ppm,16,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/5/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/6/18,340390003,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/7/18,340390003,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/8/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/9/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/10/18,340390003,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/11/18,340390003,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/12/18,340390003,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/13/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/14/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/15/18,340390003,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
4/16/18,340390003,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,39,Union,40.662389,-74.214817
