Date,AQS_SITE_ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/18,340030010,1,0.4,ppm,5,18,75,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/2/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/3/18,340030010,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/4/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/5/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/6/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/7/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/8/18,340030010,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/9/18,340030010,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/10/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/11/18,340030010,1,1.5,ppm,17,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/12/18,340030010,1,1.3,ppm,15,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/13/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/14/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/15/18,340030010,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/16/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/17/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/18/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/19/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/20/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/21/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/22/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/23/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/24/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/25/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/26/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/27/18,340030010,1,1.8,ppm,20,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/28/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/29/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/30/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
1/31/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/1/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/2/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/3/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/4/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/5/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/6/18,340030010,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/7/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/8/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/9/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/10/18,340030010,1,1,ppm,11,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/11/18,340030010,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/12/18,340030010,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/13/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/14/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/15/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/16/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/17/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/18/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/19/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/20/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/21/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/22/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/23/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/24/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/25/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/26/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/27/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
2/28/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/1/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/2/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/3/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/4/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/5/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/6/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/7/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/8/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/9/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/10/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/11/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/12/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/13/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/14/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/15/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/16/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/17/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/18/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/19/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/20/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/21/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/22/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/23/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/24/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/25/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/26/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/27/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/28/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/29/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/30/18,340030010,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
3/31/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/1/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/2/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/3/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/4/18,340030010,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/5/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/6/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/7/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/8/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/9/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/10/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/11/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/12/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/13/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/14/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/15/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/16/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/17/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/18/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/19/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/20/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/21/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/22/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/23/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/24/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/25/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/26/18,340030010,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/27/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/28/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/29/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
4/30/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/1/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/2/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/3/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/4/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/5/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/6/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/7/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/8/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/9/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/10/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/11/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/12/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/13/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/14/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/15/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/16/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/17/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/18/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/19/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/20/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/21/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/22/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/23/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/24/18,340030010,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/25/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/26/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/27/18,340030010,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/28/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/29/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/30/18,340030010,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
5/31/18,340030010,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.853579,-73.966212
